,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
4506,20,2014,438999,81000,0,0,1,1,23.4,1248.0,74.0,5.0
4507,25,2015,550000,240000,0,1,1,1,19.98,1461.0,108.5,7.0
4508,20,2013,409999,35000,1,1,1,1,19.1,1197.0,85.8,5.0
4509,25,2019,350000,15000,1,1,1,1,25.17,799.0,53.3,5.0
4510,4,2012,135000,49000,0,1,1,3,25.44,936.0,57.6,5.0
4511,28,2016,1490000,56900,0,1,1,2,13.68,2393.0,147.8,8.0
4512,20,2014,520000,70000,0,1,1,2,25.2,1248.0,74.0,5.0
4513,20,2010,315000,180000,0,1,1,1,19.3,1248.0,73.9,5.0
4514,20,2010,235000,50000,1,1,1,1,19.0,998.0,66.1,5.0
4515,11,2005,80500,50000,1,1,1,3,13.2,1495.0,94.0,5.0
4516,20,2013,375000,88200,0,1,1,1,23.2,1248.0,73.94,5.0
4517,20,2006,189000,93000,1,1,1,2,16.1,1197.0,85.0,5.0
4518,10,2017,550000,120000,0,1,1,1,25.8,1498.0,98.6,5.0
4519,9,2011,260000,110000,0,1,1,2,17.8,1399.0,68.0,5.0
4520,20,2016,650000,50000,0,1,0,2,26.59,1248.0,74.0,5.0
4521,20,2013,480000,80000,0,1,1,1,23.4,1248.0,74.0,5.0
4522,11,2016,700000,40000,0,1,1,1,22.54,1396.0,88.73,5.0
4523,20,2015,650000,110000,0,1,1,3,20.77,1248.0,88.76,7.0
4524,11,2015,1300000,48000,0,1,1,2,19.67,1582.0,126.2,5.0
4525,29,2016,1350000,97000,0,1,0,1,16.96,1968.0,138.03,5.0
4526,29,2016,1000000,60000,0,1,0,1,22.15,1498.0,108.6,5.0
4527,21,2011,1700000,110000,0,1,0,3,0.0,2987.0,165.0,5.0
4528,28,2018,1080000,12800,1,1,0,1,17.8,1496.0,105.5,5.0
4529,11,2012,170000,40000,1,1,1,1,21.1,814.0,55.2,5.0
4530,20,2017,610000,49000,0,1,1,1,28.4,1248.0,74.0,5.0
4531,20,2014,350000,25000,1,1,1,1,18.5,1197.0,85.8,5.0
4532,20,2016,260000,65000,1,1,1,2,22.74,796.0,47.3,5.0
4533,7,2015,700000,20000,0,1,1,1,20.4,1248.0,91.7,5.0
4534,29,2018,678000,17000,1,1,1,1,18.78,999.0,75.0,5.0
4535,20,2015,800000,15000,0,1,1,1,23.65,1248.0,88.5,5.0
4536,28,2014,400000,120000,0,1,1,2,23.59,1364.0,67.04,5.0
4537,11,2010,300000,49000,1,1,1,1,18.5,1197.0,80.0,5.0
4538,11,2016,520000,29000,1,1,1,1,18.6,1197.0,81.83,5.0
4539,23,2017,850000,55000,0,1,0,1,19.61,1461.0,108.5,5.0
4540,20,2015,300000,40000,1,1,1,1,23.95,998.0,67.05,5.0
4541,10,2010,350000,120000,1,1,1,2,17.0,1497.0,118.0,5.0
4543,20,2019,892000,10000,0,1,1,1,24.3,1248.0,88.5,5.0
4544,7,2012,285000,70000,0,1,1,2,20.3,1248.0,92.0,5.0
4546,20,2016,620000,90000,0,1,1,1,28.09,1248.0,88.5,5.0
4547,20,2017,750000,90000,0,1,1,1,24.3,1248.0,88.5,5.0
4548,20,2016,270000,35000,1,1,1,1,22.74,796.0,47.3,5.0
4549,20,2014,560000,90000,0,1,1,1,20.77,1248.0,88.8,7.0
4550,11,2012,300000,40000,1,1,1,2,17.92,1086.0,62.1,5.0
4551,11,2012,300000,40000,1,1,1,2,17.92,1086.0,62.1,5.0
4552,11,2018,570000,20000,1,1,1,1,18.9,1197.0,81.86,5.0
4553,27,2011,220000,80000,0,1,1,1,23.03,1396.0,69.0,5.0
4554,20,2012,260000,99000,1,1,1,2,15.5,1586.0,103.3,5.0
4555,20,2019,600000,7500,1,1,0,1,21.21,1197.0,81.8,5.0
4556,27,2015,80000,60000,1,1,1,1,23.9,624.0,37.48,4.0
4557,11,2016,300000,40800,1,1,1,1,21.1,814.0,55.2,5.0
4558,27,2015,300000,70000,1,1,1,1,17.57,1193.0,88.7,5.0
4559,19,2016,400000,100000,1,1,1,1,18.15,1198.0,82.0,5.0
4560,20,2016,550000,8588,1,1,1,1,22.0,1197.0,81.8,5.0
4561,10,2019,1200000,40000,0,1,1,1,25.6,1498.0,97.9,5.0
4562,9,2015,500000,60000,0,1,1,1,25.83,1498.0,99.0,5.0
4563,20,2005,93000,80000,1,1,1,3,15.9,1298.0,85.0,5.0
4564,10,2014,500000,110000,0,1,1,1,26.0,1498.0,98.6,5.0
4565,28,2018,670000,150000,0,1,1,1,23.59,1364.0,67.05,5.0
4566,28,2012,750000,120000,0,1,1,2,12.8,2494.0,102.0,7.0
4567,20,2017,370000,30000,1,1,1,1,23.95,998.0,67.05,5.0
4568,20,2012,100000,70000,1,1,1,2,16.1,796.0,37.0,4.0
4569,11,2016,425000,50000,1,1,1,1,19.81,1086.0,68.05,5.0
4570,28,2006,370000,305000,0,1,1,4,12.8,2494.0,102.0,8.0
4572,27,2009,229999,212000,0,1,1,3,11.57,2179.0,138.1,7.0
4573,20,2016,850000,35000,0,1,1,1,24.52,1248.0,88.5,7.0
4574,19,2018,750000,22000,0,1,1,1,21.03,1461.0,65.0,5.0
4575,27,2010,235000,50000,0,1,1,1,10.71,1948.0,90.0,14.0
4576,10,2017,700000,70000,0,1,1,1,25.5,1498.0,98.6,5.0
4577,11,2016,480000,56000,0,1,1,1,24.0,1120.0,70.0,5.0
4578,27,2016,475000,50000,0,1,1,1,22.95,1248.0,74.0,5.0
4579,26,2015,610000,120000,0,1,1,1,21.14,1498.0,103.52,5.0
4580,28,2011,650000,120000,0,1,1,2,12.8,2494.0,102.0,8.0
4581,10,2017,800000,70000,0,1,1,1,25.5,1498.0,98.6,5.0
4582,27,2015,520000,120000,0,1,1,1,11.57,2179.0,138.1,7.0
4583,27,2014,160000,90000,0,1,1,1,25.0,1396.0,69.0,5.0
4584,20,2018,1000000,70000,0,1,1,1,25.1,1248.0,88.5,5.0
4585,20,2015,700000,120000,0,1,1,2,20.77,1248.0,88.76,7.0
4586,10,2017,590000,70000,0,1,1,2,25.8,1498.0,98.6,5.0
4587,20,2002,140000,80000,1,1,1,2,18.9,998.0,67.1,5.0
4588,19,2017,725000,100000,0,1,1,2,18.49,1493.0,100.0,7.0
4589,28,2017,1680000,157000,0,1,1,1,13.68,2393.0,147.8,7.0
4590,20,2015,550000,50000,0,1,1,1,26.59,1248.0,74.0,5.0
4591,20,2012,240000,90000,0,1,1,2,23.2,1248.0,73.94,5.0
4592,4,2013,667000,65000,0,1,1,1,14.6,2231.0,184.0,7.0
4593,10,2017,670000,50000,0,1,1,1,27.3,1498.0,98.6,5.0
4594,20,2015,550000,110000,0,1,1,1,26.59,1248.0,74.0,5.0
4595,20,2015,400000,30000,1,1,1,1,23.1,998.0,67.04,5.0
4596,11,2014,545000,80000,0,1,1,2,22.32,1582.0,126.32,5.0
4597,20,2015,599000,70000,1,1,1,1,16.02,1373.0,93.7,7.0
4598,11,2016,725000,100000,0,1,1,1,21.38,1396.0,88.7,5.0
4599,10,2015,525000,120000,1,1,1,2,17.4,1497.0,117.3,5.0
4600,20,2011,204999,85000,0,1,1,2,21.1,1248.0,73.9,5.0
4601,26,2012,190000,110000,0,1,1,1,21.0,1199.0,75.0,5.0
4602,11,2015,310000,60000,0,1,1,4,24.0,1120.0,70.0,5.0
4603,11,2016,380000,90000,0,1,1,2,24.0,1120.0,70.0,5.0
4604,20,2012,204000,110000,1,1,1,3,20.92,998.0,67.1,5.0
4605,11,2018,350000,25000,1,1,1,1,20.3,998.0,68.05,5.0
4606,29,2013,350000,100000,0,1,1,1,20.54,1598.0,103.6,5.0
4607,9,2012,175000,120000,0,1,1,2,20.0,1399.0,68.0,5.0
4608,29,2011,340000,90000,0,1,1,1,20.54,1598.0,103.6,5.0
4609,10,2017,950000,35000,1,1,1,1,17.4,1497.0,117.6,5.0
4610,10,2017,894999,35000,1,1,1,1,17.8,1497.0,117.3,5.0
4611,27,2014,350000,101200,0,1,1,2,15.3,2956.0,83.83,7.0
4612,27,2005,100000,90000,1,1,1,2,12.8,1396.0,85.0,5.0
4613,20,2016,550000,76000,0,1,1,1,26.59,1248.0,74.0,5.0
4614,27,2004,100000,60000,0,1,1,3,16.1,1405.0,70.0,5.0
4615,19,2016,800000,90000,0,1,1,1,16.0,2179.0,140.0,7.0
4616,19,2013,525000,80000,0,1,1,2,15.96,2523.0,62.1,7.0
4617,27,2008,500000,179150,0,1,1,2,11.57,2179.0,138.1,7.0
4618,20,2003,42000,62000,1,1,1,1,16.1,796.0,37.0,4.0
4619,20,2009,190000,160000,1,1,1,3,17.5,1197.0,85.8,5.0
4620,20,2019,694000,35000,0,1,1,1,28.4,1248.0,74.02,5.0
4621,19,2016,861999,120000,0,1,0,1,16.0,2179.0,140.0,7.0
4622,10,2017,650000,50000,0,1,1,1,25.8,1498.0,98.6,5.0
4623,20,2011,310000,70000,0,1,1,2,19.3,1248.0,73.9,5.0
4624,20,2013,360000,97000,0,1,1,1,22.9,1248.0,74.0,5.0
4625,20,2011,240000,90000,0,1,1,2,19.3,1248.0,73.9,5.0
4626,19,2012,500000,84487,0,1,1,4,15.1,2179.0,140.0,7.0
4627,28,2010,475000,100000,0,1,1,2,12.8,2494.0,102.0,7.0
4628,20,2007,100000,60000,1,1,1,3,19.7,796.0,46.3,5.0
4629,20,2009,200000,110000,1,1,1,3,15.0,1586.0,104.68,5.0
4630,28,2006,430000,264000,0,1,1,1,12.8,2494.0,102.0,8.0
4631,19,2010,245000,146000,0,1,1,4,14.0,2498.0,112.0,7.0
4632,20,2014,450000,70000,0,1,1,1,23.4,1248.0,74.0,5.0
4633,20,2017,800000,51146,0,1,1,1,24.3,1248.0,88.5,5.0
4634,20,2011,215000,40000,1,1,1,1,21.1,1197.0,85.8,5.0
4635,20,2017,760000,50000,0,1,1,1,24.3,1248.0,88.5,5.0
4636,29,2015,416000,80000,0,1,1,1,20.14,1498.0,88.8,5.0
4637,20,2011,195000,120000,1,1,1,1,18.9,998.0,67.1,5.0
4638,20,2017,325000,23000,1,1,1,1,24.7,796.0,47.3,5.0
4639,20,2010,145000,70000,1,1,1,2,20.92,998.0,67.1,5.0
4640,20,2018,675000,23000,0,1,1,1,28.4,1248.0,74.0,5.0
4641,20,2016,340000,30000,1,1,1,2,20.51,998.0,67.04,5.0
4642,27,2011,340000,50000,0,1,1,1,19.0,1248.0,90.0,5.0
4643,20,2014,260000,40000,1,1,1,1,16.8,796.0,34.2,5.0
4644,20,2015,300000,50000,1,1,1,1,22.74,796.0,47.3,5.0
4645,20,2007,75000,60000,1,1,1,2,16.1,796.0,37.0,4.0
4646,27,2011,350000,80000,0,1,1,1,19.4,1405.0,70.0,5.0
4647,20,2019,1000000,15000,1,1,1,1,19.01,1462.0,103.2,6.0
4648,27,2010,170000,150000,0,1,1,3,21.12,1248.0,88.8,5.0
4649,20,2018,600000,40000,1,1,1,1,19.0,1197.0,85.8,5.0
4650,10,2010,800000,25000,1,1,0,1,16.8,1497.0,118.0,5.0
4651,8,2018,850000,120000,0,1,1,2,17.0,2650.0,80.84,7.0
4652,19,2014,980000,120000,0,1,1,2,15.1,2179.0,140.0,7.0
4653,9,2011,850000,298000,0,1,1,2,13.1,2499.0,141.0,7.0
4654,27,2012,340000,270000,0,1,1,3,14.07,2956.0,68.4,7.0
4655,20,2018,900000,50000,0,1,0,2,24.3,1248.0,88.5,5.0
4656,20,2010,310000,120000,0,1,1,2,19.3,1248.0,73.9,5.0
4657,20,2013,600000,60000,0,1,1,3,20.77,1248.0,88.8,7.0
4658,20,2008,270000,149000,0,1,1,2,19.3,1248.0,73.9,5.0
4659,11,2019,509999,5000,1,1,1,1,20.3,1086.0,68.0,5.0
4660,27,2013,225000,70000,0,1,1,2,19.4,1405.0,70.0,5.0
4661,11,2015,280000,55000,1,1,1,1,20.36,1197.0,78.9,5.0
4662,27,2016,490000,100000,0,1,1,1,27.28,1047.0,69.0,5.0
4663,19,2013,440000,120000,0,1,1,1,15.96,2523.0,62.1,9.0
4664,27,2014,500000,291977,0,1,1,1,14.0,2179.0,138.1,7.0
4665,10,2005,476999,85000,1,1,1,3,11.1,2354.0,158.8,5.0
4666,11,2015,590000,70000,1,1,1,3,17.19,1197.0,81.86,5.0
4667,9,2010,500000,120000,0,1,1,1,13.1,2499.0,141.0,7.0
4668,9,2015,600000,40000,0,1,1,1,22.77,1498.0,98.59,5.0
4669,19,2016,750000,70000,0,1,1,1,15.4,1997.0,120.0,7.0
4670,3,2017,2950000,39000,0,0,0,1,19.59,1995.0,187.74,5.0
4671,3,2019,5200000,10000,0,0,0,1,18.12,1995.0,190.0,5.0
4672,29,2019,695000,36800,0,0,1,1,20.14,1498.0,88.0,5.0
4673,20,2018,690000,52200,0,0,1,1,26.59,1248.0,74.0,5.0
4674,11,2016,409999,78000,0,0,1,1,24.0,1186.0,73.97,5.0
4675,27,2020,1650000,16000,0,0,1,1,17.0,1956.0,167.67,5.0
4676,2,2016,2375000,30000,0,0,0,1,15.73,1968.0,174.33,5.0
4677,11,2017,525000,29000,0,0,1,2,24.0,1186.0,73.97,5.0
4678,14,2019,2150000,25000,0,0,1,1,16.3,1956.0,170.63,5.0
4679,19,2013,540000,60000,0,1,1,2,15.1,2179.0,140.0,7.0
4680,28,2017,2750000,60000,0,0,0,2,12.55,2982.0,168.5,7.0
4681,19,2016,1000000,112000,0,0,1,2,15.4,1997.0,120.0,7.0
4682,2,2018,2900000,15000,0,0,0,1,18.25,1968.0,187.74,5.0
4683,19,2017,725000,40000,0,0,1,1,18.49,1493.0,100.0,7.0
4684,20,2018,975000,36000,0,0,1,1,28.09,1248.0,88.5,5.0
4685,20,2016,355000,60000,1,0,1,1,21.79,998.0,67.05,5.0
4686,10,2008,400000,120000,1,1,1,1,11.1,2354.0,158.8,5.0
4687,20,2015,265000,48000,1,0,1,1,24.7,796.0,47.3,5.0
4688,29,2018,650000,40000,0,0,1,1,20.14,1498.0,88.0,5.0
4689,20,2017,720000,60000,0,1,1,1,28.09,1248.0,88.5,5.0
4690,11,2016,850000,25000,1,1,1,1,17.01,1591.0,121.3,5.0
4691,20,2015,290000,42000,1,1,1,1,23.95,998.0,67.05,5.0
4692,21,2010,1200000,35000,1,1,0,2,10.93,2497.0,204.0,5.0
4693,19,2016,600000,90000,0,1,0,2,18.49,1493.0,100.0,7.0
4694,20,2011,300000,90000,0,1,1,2,21.1,1248.0,73.9,5.0
4695,25,2012,225000,110000,0,1,1,2,23.08,1461.0,63.12,5.0
4696,20,2009,240000,70000,0,1,1,2,19.3,1248.0,73.9,5.0
4697,11,2014,700000,80000,0,1,1,1,22.32,1582.0,126.32,5.0
4698,20,2014,470000,70000,0,1,1,2,25.2,1248.0,74.0,5.0
4699,11,2016,800000,80000,0,1,1,1,21.19,1396.0,88.73,5.0
4700,25,2012,450000,90000,0,1,1,1,19.01,1461.0,108.45,5.0
4701,27,2007,90000,90000,0,1,1,3,17.2,1396.0,53.5,5.0
4702,28,2010,450000,120000,0,1,1,2,21.43,1364.0,87.2,5.0
4704,28,2017,1465000,62000,0,0,0,1,11.36,2755.0,171.5,7.0
4705,11,2016,925000,79000,0,0,1,1,19.67,1582.0,126.2,5.0
4706,28,2016,1385000,60000,0,0,1,2,13.68,2393.0,147.8,7.0
4707,28,2015,2000000,20000,0,1,1,1,12.55,2982.0,168.5,7.0
4708,27,2004,80000,248200,0,1,1,2,16.1,1405.0,70.0,5.0
4709,19,2007,300000,110000,0,1,1,2,10.5,2179.0,120.0,7.0
4710,20,2009,360000,100000,0,1,1,1,19.3,1248.0,73.9,5.0
4711,11,2010,320000,70000,0,1,1,2,16.2,1493.0,110.0,5.0
4712,0,1994,99000,100000,0,1,1,2,12.8,1995.0,52.0,5.0
4713,20,2016,780000,50000,0,1,1,2,24.52,1248.0,88.5,7.0
4714,20,2013,620000,139000,0,1,1,1,20.77,1248.0,88.76,7.0
4715,26,2006,100000,120000,1,1,1,3,13.1,1781.0,149.5,5.0
4716,27,2014,210000,35000,1,1,1,2,16.7,1172.0,64.1,5.0
4717,19,2015,375000,80000,0,1,1,1,15.96,2523.0,62.1,7.0
4718,25,2019,786000,7720,1,1,1,1,20.0,999.0,71.0,7.0
4719,19,2014,1000000,50000,0,1,1,1,15.1,2179.0,140.0,7.0
4720,20,2002,120000,60000,0,1,1,2,20.8,1527.0,58.0,5.0
4721,19,2016,750000,100000,0,1,1,1,20.8,1461.0,64.1,5.0
4722,11,2016,550000,57882,1,1,1,1,18.6,1197.0,81.83,5.0
4723,27,2018,875000,142000,0,1,1,1,14.1,2179.0,147.94,5.0
4724,27,2018,890000,140000,0,1,1,3,14.1,2179.0,147.94,5.0
4725,20,2015,700000,35000,1,1,1,1,16.02,1373.0,93.7,7.0
4726,19,2015,550000,30000,0,1,1,1,15.96,2523.0,62.1,7.0
4727,6,2018,400000,10000,1,1,1,1,19.83,1198.0,67.0,5.0
4728,20,2015,290000,30000,1,1,1,2,23.1,998.0,67.04,5.0
4729,27,2012,150000,90000,0,1,1,1,19.09,1396.0,69.0,5.0
4730,20,2015,300000,35000,1,1,1,2,15.37,1196.0,73.0,7.0
4732,20,2008,221000,35008,1,0,1,1,21.79,998.0,67.05,5.0
4733,6,2017,270000,31100,1,0,1,1,22.7,799.0,53.64,5.0
4734,11,2014,455000,42312,0,0,1,1,24.4,1120.0,71.0,5.0
4735,28,2011,300000,72000,1,0,1,1,17.6,1496.0,88.7,5.0
4736,28,2014,480000,54891,0,0,1,1,23.59,1364.0,67.04,5.0
4737,11,2018,1000000,30000,0,1,0,1,22.0,1582.0,126.2,5.0
4738,3,2017,2600000,44000,0,0,0,1,22.69,1995.0,190.0,5.0
4739,28,2017,1850000,18890,0,0,0,1,11.36,2755.0,171.5,7.0
4740,11,2019,500000,5000,1,1,1,1,20.3,1086.0,68.0,5.0
4741,19,2013,800000,117000,0,0,0,1,11.18,2696.0,184.0,7.0
4742,25,2013,1000000,75010,0,0,0,1,13.73,1995.0,148.0,5.0
4743,27,2013,250000,50000,0,1,1,1,21.02,1248.0,88.8,5.0
4744,25,2012,245000,100000,0,0,1,1,23.08,1461.0,63.1,5.0
4745,11,2019,625000,4337,1,0,0,1,18.9,1197.0,82.0,5.0
4746,29,2018,560000,14495,1,0,1,1,18.78,999.0,75.0,5.0
4747,10,2018,680000,8576,1,0,1,1,18.7,1199.0,88.7,5.0
4748,20,2019,700000,30000,0,1,1,1,28.4,1248.0,74.02,5.0
4749,27,2013,220000,80000,0,1,1,1,23.03,1396.0,69.0,5.0
4750,27,2017,450000,70000,0,1,1,1,19.09,1405.0,69.01,5.0
4751,27,2017,525000,19723,1,0,0,1,20.3,1199.0,84.0,5.0
4752,28,2009,650000,242000,0,1,1,4,12.8,2494.0,102.0,7.0
4753,3,2018,5500000,22000,0,1,0,1,17.09,2993.0,261.4,4.0
4754,20,2017,875000,30000,0,0,0,1,28.4,1248.0,74.02,5.0
4755,11,2019,785000,9000,1,0,1,1,18.6,1197.0,81.83,5.0
4756,10,2017,819999,30000,1,0,1,1,17.5,1199.0,88.7,5.0
4757,3,2016,2950000,60000,0,0,0,1,21.76,1995.0,188.0,5.0
4758,28,2016,1925000,27000,0,0,1,1,13.68,2393.0,147.51,7.0
4759,10,2017,885000,39000,0,0,1,1,25.5,1498.0,98.6,5.0
4760,9,2015,680000,64000,1,0,0,1,16.05,1499.0,110.4,5.0
4761,9,2017,960000,42000,0,0,1,1,23.0,1498.0,98.96,5.0
4762,10,2012,385000,45000,1,0,1,1,18.5,1198.0,86.8,5.0
4763,27,2019,1650000,15000,0,0,1,1,17.0,1956.0,167.67,5.0
4764,19,2018,890000,55000,0,0,1,1,18.49,1493.0,100.0,7.0
4765,9,2015,1275000,64000,0,0,0,1,11.4,2953.0,153.86,7.0
4766,3,2018,6000000,27000,0,0,0,1,17.09,2993.0,261.4,4.0
4767,20,2019,1025000,15000,1,0,0,1,20.28,1462.0,103.25,5.0
4768,29,2016,675000,69000,1,0,0,1,17.2,1197.0,103.6,5.0
4769,20,2017,700000,80000,1,0,1,1,22.0,1197.0,81.8,5.0
4770,9,2016,780000,60000,0,0,1,1,22.77,1498.0,98.59,5.0
4771,11,2017,1050000,70000,0,0,1,1,22.32,1582.0,126.32,5.0
4772,2,2015,2700000,105000,0,0,0,2,13.22,2967.0,241.4,5.0
4773,27,2016,400000,100000,0,1,1,1,22.95,1248.0,74.0,5.0
4774,19,2011,400000,100000,0,1,1,1,15.96,2523.0,62.1,9.0
4775,20,2009,85000,90000,1,1,1,2,19.7,796.0,46.3,5.0
4776,27,2018,1300000,35000,0,1,1,1,17.6,2179.0,153.86,7.0
4777,19,2018,819999,11500,0,1,1,1,18.49,1493.0,100.0,7.0
4778,19,2015,620000,40000,0,1,0,1,18.49,1493.0,100.0,7.0
4779,25,2018,260000,50000,1,1,1,1,23.01,999.0,67.0,5.0
4780,11,2016,805000,49900,1,0,1,1,16.3,1797.0,147.5,5.0
4781,11,2015,484999,55380,1,0,1,1,18.9,1197.0,82.0,5.0
4782,13,2017,2711000,9000,0,0,0,1,13.6,1999.0,177.0,5.0
4783,27,2018,811000,11000,1,0,1,1,17.0,1198.0,108.5,5.0
4784,10,2015,575000,50000,1,1,0,1,19.0,1199.0,88.7,5.0
4785,14,2018,1675000,80000,0,1,1,1,17.1,1956.0,170.0,5.0
4786,26,2016,645000,11000,1,0,0,1,14.3,1598.0,103.5,5.0
4787,13,2015,2500000,13500,0,0,0,1,14.74,2993.0,270.9,5.0
4788,21,2018,2550000,18000,1,0,0,1,15.04,1991.0,183.0,5.0
4789,21,2017,2700000,16000,1,0,0,1,14.74,1991.0,181.04,5.0
4790,29,2017,650000,18816,1,0,1,1,17.0,1198.0,73.75,5.0
4791,28,2017,1748999,33019,0,0,1,1,13.68,2393.0,147.8,7.0
4792,10,2017,925000,18000,1,0,0,1,15.6,1497.0,116.3,5.0
4793,28,2019,894999,9654,1,0,0,1,19.56,1197.0,81.8,5.0
4794,20,2011,175000,11000,1,0,1,1,23.95,998.0,67.05,5.0
4795,20,2012,340000,24300,1,0,1,1,21.21,1197.0,81.8,5.0
4796,28,2016,1525000,42163,0,0,0,2,11.36,2755.0,171.5,7.0
4797,20,2017,810000,47747,0,0,1,1,28.09,1248.0,88.5,5.0
4798,27,2018,1025000,8000,0,0,0,1,21.5,1497.0,108.5,5.0
4799,3,2016,2150000,30000,0,0,0,1,22.69,1995.0,190.0,5.0
4800,28,2013,910000,70000,0,1,1,2,12.99,2494.0,100.0,8.0
4801,27,2016,300000,60000,0,1,1,2,17.88,1405.0,48.21,5.0
4802,20,2004,120000,80000,1,1,1,2,17.3,993.0,60.0,5.0
4803,11,2015,490000,45900,1,1,1,2,18.6,1197.0,81.83,5.0
4804,10,2013,425000,70000,0,1,1,1,25.8,1498.0,98.6,5.0
4805,20,2011,155000,40000,1,1,1,1,19.7,796.0,46.3,5.0
4806,19,2013,490000,90000,0,1,1,2,12.05,2179.0,120.0,8.0
4807,20,2010,132000,105000,1,1,1,1,19.7,796.0,46.3,5.0
4808,11,2018,750000,30000,0,1,1,1,22.54,1396.0,88.76,5.0
4809,20,2011,225000,20000,1,1,1,1,18.9,998.0,67.1,5.0
4810,11,2011,240000,80000,1,1,1,1,20.36,1197.0,78.9,5.0
4811,20,2004,33351,90000,1,1,1,3,18.9,998.0,67.1,5.0
4812,4,2010,80000,80000,1,1,1,2,18.0,995.0,62.0,5.0
4813,20,2004,40000,120000,1,1,1,1,16.1,796.0,37.0,4.0
4814,10,2019,1100000,50000,0,1,1,2,21.9,1498.0,98.6,7.0
4815,13,2017,2711000,9000,0,0,0,1,13.6,1999.0,177.0,5.0
4816,17,2019,5150000,20000,1,0,0,1,22.37,2487.0,214.56,5.0
4817,13,2017,3200000,45000,0,0,0,1,19.33,1999.0,177.0,5.0
4818,27,2015,503000,110000,0,1,1,1,14.1,2179.0,147.94,7.0
4819,30,2019,3800000,20000,0,1,0,1,18.0,1969.0,190.0,5.0
4820,28,2016,2000000,68089,1,2,0,1,19.16,2494.0,157.7,5.0
4821,20,2013,225000,58343,1,2,1,1,21.79,998.0,67.05,5.0
4822,20,2018,740000,38817,0,0,1,1,27.39,1248.0,74.0,5.0
4823,10,2016,550000,56494,1,2,1,1,18.2,1199.0,88.7,5.0
4824,28,2013,750000,79328,0,2,1,2,12.99,2494.0,100.6,7.0
4825,20,2019,650000,5621,1,2,0,1,22.0,1197.0,81.8,5.0
4826,28,2017,625000,25538,1,2,1,1,16.78,1496.0,88.73,5.0
4827,20,2018,600000,69779,1,0,0,1,22.0,1197.0,81.8,5.0
4828,11,2017,450000,56290,0,0,1,1,24.0,1186.0,73.97,5.0
4829,3,2019,5400000,7500,0,0,0,1,16.78,1995.0,190.0,5.0
4830,3,2019,5500000,8500,0,0,0,1,16.78,1995.0,190.0,5.0
4831,10,2019,779000,7032,1,2,0,1,19.0,1199.0,88.76,5.0
4832,26,2016,645000,11000,1,0,0,1,14.3,1598.0,103.5,5.0
4833,30,2018,2475000,2000,0,0,0,1,16.8,1984.0,150.0,5.0
4834,11,2016,380000,80000,0,1,1,2,24.4,1120.0,71.0,5.0
4835,27,2011,300000,120000,0,1,1,2,11.57,2179.0,138.1,7.0
4836,20,2014,240000,50000,1,1,1,1,22.74,796.0,47.3,5.0
4837,20,2011,325000,70000,0,1,1,1,22.9,1248.0,74.0,5.0
4838,19,2016,400000,130000,0,1,1,1,25.32,1198.0,77.0,6.0
4839,25,2017,800000,50000,0,1,1,1,21.04,1461.0,83.8,8.0
4840,9,2018,950000,80000,0,1,1,1,23.0,1498.0,98.96,5.0
4841,20,2013,300000,120000,0,1,1,4,22.9,1248.0,74.0,5.0
4842,20,2020,350000,5000,1,1,1,1,22.05,796.0,47.3,5.0
4843,19,2017,530000,59000,1,1,1,1,18.15,1198.0,82.0,5.0
4844,4,2013,350000,100000,0,1,1,3,18.2,1248.0,73.8,7.0
4845,11,2008,168000,50000,1,1,0,1,11.0,2359.0,165.0,5.0
4846,25,2016,240000,45000,1,1,1,2,25.17,799.0,53.3,5.0
4847,20,2010,220000,80000,0,1,1,4,19.3,1248.0,73.9,5.0
4848,20,2008,110000,80000,1,1,1,4,18.9,1061.0,67.0,5.0
4849,20,2016,850000,100000,0,1,1,1,24.3,1248.0,88.5,5.0
4850,20,2014,545000,110000,0,1,1,1,20.77,1248.0,88.76,7.0
4851,28,2018,2064000,24000,0,1,1,1,13.68,2393.0,147.8,8.0
4852,20,2018,950000,25000,0,1,1,1,25.1,1248.0,88.5,5.0
4853,11,2013,200000,68697,1,1,1,3,21.1,814.0,55.2,5.0
4854,20,2017,660000,30000,0,1,1,1,25.2,1248.0,74.0,5.0
4855,10,2013,420000,40000,0,1,1,2,25.8,1498.0,98.6,5.0
4856,27,2010,150000,29000,1,1,1,1,16.5,1172.0,65.0,5.0
4857,4,2013,175000,68000,0,1,1,2,25.44,936.0,57.6,5.0
4858,10,2018,750000,15000,1,1,0,1,18.1,1199.0,88.7,5.0
4859,20,2014,425000,70000,0,1,1,1,23.2,1248.0,73.94,5.0
4860,28,2015,790000,126000,0,1,1,3,21.43,1364.0,87.2,5.0
4861,28,2011,830000,300000,0,1,1,3,12.8,2494.0,102.0,7.0
4862,10,2015,650000,94000,0,1,1,2,24.5,1498.0,98.6,7.0
4863,28,2015,780000,129000,0,1,1,3,21.43,1364.0,87.2,5.0
4864,11,2010,180000,55000,1,1,1,2,19.81,1086.0,68.05,5.0
4865,9,2019,869999,40000,0,1,1,1,23.0,1498.0,98.96,5.0
4866,27,2011,275000,50000,0,1,1,1,21.12,1248.0,88.8,5.0
4867,11,2017,630000,25000,1,1,1,2,18.6,1197.0,81.83,5.0
